"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX"
"387","1942","1942","1942","0.09836990386247635","0.09836990386247635","0.09836990386247635","2330","2330","2330","0.08667521923780441","0.08667521923780441","0.08667521923780441","2330","2330","2330","0.091372050344944","0.091372050344944","0.091372050344944","2330","2330","2330","0.08046265691518784","0.08046265691518784","0.08046265691518784","2330","2330","2330","0.0838816910982132","0.0838816910982132","0.0838816910982132","1942","1942","1942","0.08431696891784668","0.08431696891784668","0.08431696891784668","2330","2330","2330","0.09110002964735031","0.09110002964735031","0.09110002964735031","2330","2330","2330","0.08492593467235565","0.08492593467235565","0.08492593467235565"
"388","1947","1947","1947","0.09579683840274811","0.09579683840274811","0.09579683840274811","2336","2336","2336","0.09793101996183395","0.09793101996183395","0.09793101996183395","2336","2336","2336","0.08373179286718369","0.08373179286718369","0.08373179286718369","2336","2336","2336","0.08575461804866791","0.08575461804866791","0.08575461804866791","2336","2336","2336","0.07519851624965668","0.07519851624965668","0.07519851624965668","1947","1947","1947","0.09977777302265167","0.09977777302265167","0.09977777302265167","2336","2336","2336","0.07830829173326492","0.07830829173326492","0.07830829173326492","2336","2336","2336","0.09305792301893234","0.09305792301893234","0.09305792301893234"
"389","1952","1952","1952","0.08344479650259018","0.08344479650259018","0.08344479650259018","2342","2342","2342","0.0878894105553627","0.0878894105553627","0.0878894105553627","2342","2342","2342","0.09754147380590439","0.09754147380590439","0.09754147380590439","2342","2342","2342","0.0790814757347107","0.0790814757347107","0.0790814757347107","2342","2342","2342","0.10748323053121567","0.10748323053121567","0.10748323053121567","1952","1952","1952","0.07900083810091019","0.07900083810091019","0.07900083810091019","2342","2342","2342","0.09182359278202057","0.09182359278202057","0.09182359278202057","2342","2342","2342","0.08011037856340408","0.08011037856340408","0.08011037856340408"
"390","1957","1957","1957","0.08988749235868454","0.08988749235868454","0.08988749235868454","2348","2348","2348","0.09286632388830185","0.09286632388830185","0.09286632388830185","2348","2348","2348","0.0944872573018074","0.0944872573018074","0.0944872573018074","2348","2348","2348","0.08050531148910522","0.08050531148910522","0.08050531148910522","2348","2348","2348","0.09800524264574051","0.09800524264574051","0.09800524264574051","1957","1957","1957","0.10286877304315567","0.10286877304315567","0.10286877304315567","2348","2348","2348","0.08994650840759277","0.08994650840759277","0.08994650840759277","2348","2348","2348","0.08702156692743301","0.08702156692743301","0.08702156692743301"
"391","1962","1962","1962","0.1008504256606102","0.1008504256606102","0.1008504256606102","2354","2354","2354","0.08696113526821136","0.08696113526821136","0.08696113526821136","2354","2354","2354","0.0943821519613266","0.0943821519613266","0.0943821519613266","2354","2354","2354","0.08625047653913498","0.08625047653913498","0.08625047653913498","2354","2354","2354","0.09380784630775452","0.09380784630775452","0.09380784630775452","1962","1962","1962","0.09625108540058136","0.09625108540058136","0.09625108540058136","2354","2354","2354","0.07751468569040298","0.07751468569040298","0.07751468569040298","2354","2354","2354","0.10708089917898178","0.10708089917898178","0.10708089917898178"
"392","1967","1967","1967","0.07442767173051834","0.07442767173051834","0.07442767173051834","2360","2360","2360","0.06609801948070526","0.06609801948070526","0.06609801948070526","2360","2360","2360","0.08718287944793701","0.08718287944793701","0.08718287944793701","2360","2360","2360","0.08909516036510468","0.08909516036510468","0.08909516036510468","2360","2360","2360","0.08399474620819092","0.08399474620819092","0.08399474620819092","1967","1967","1967","0.07922513037919998","0.07922513037919998","0.07922513037919998","2360","2360","2360","0.08471398055553436","0.08471398055553436","0.08471398055553436","2360","2360","2360","0.09387307614088058","0.09387307614088058","0.09387307614088058"
"393","1972","1972","1972","0.08002679795026779","0.08002679795026779","0.08002679795026779","2366","2366","2366","0.06685256212949753","0.06685256212949753","0.06685256212949753","2366","2366","2366","0.08328643441200256","0.08328643441200256","0.08328643441200256","2366","2366","2366","0.08709945529699326","0.08709945529699326","0.08709945529699326","2366","2366","2366","0.0833643302321434","0.0833643302321434","0.0833643302321434","1972","1972","1972","0.0953495129942894","0.0953495129942894","0.0953495129942894","2366","2366","2366","0.09660695493221283","0.09660695493221283","0.09660695493221283","2366","2366","2366","0.09433586150407791","0.09433586150407791","0.09433586150407791"
"394","1977","1977","1977","0.08633892983198166","0.08633892983198166","0.08633892983198166","2372","2372","2372","0.08792056143283844","0.08792056143283844","0.08792056143283844","2372","2372","2372","0.09971637278795242","0.09971637278795242","0.09971637278795242","2372","2372","2372","0.0911659225821495","0.0911659225821495","0.0911659225821495","2372","2372","2372","0.09541597217321396","0.09541597217321396","0.09541597217321396","1977","1977","1977","0.09425115585327148","0.09425115585327148","0.09425115585327148","2372","2372","2372","0.07686889916658401","0.07686889916658401","0.07686889916658401","2372","2372","2372","0.07658173143863678","0.07658173143863678","0.07658173143863678"
"395","1982","1982","1982","0.08442868292331696","0.08442868292331696","0.08442868292331696","2378","2378","2378","0.0999477356672287","0.0999477356672287","0.0999477356672287","2378","2378","2378","0.09950587153434753","0.09950587153434753","0.09950587153434753","2378","2378","2378","0.08527074009180069","0.08527074009180069","0.08527074009180069","2378","2378","2378","0.09206586331129074","0.09206586331129074","0.09206586331129074","1982","1982","1982","0.06954682618379593","0.06954682618379593","0.06954682618379593","2378","2378","2378","0.09786214679479599","0.09786214679479599","0.09786214679479599","2378","2378","2378","0.0932861864566803","0.0932861864566803","0.0932861864566803"
"396","1987","1987","1987","0.08717698603868484","0.08717698603868484","0.08717698603868484","2384","2384","2384","0.06748403608798981","0.06748403608798981","0.06748403608798981","2384","2384","2384","0.0986386388540268","0.0986386388540268","0.0986386388540268","2384","2384","2384","0.08192741870880127","0.08192741870880127","0.08192741870880127","2384","2384","2384","0.0802699625492096","0.0802699625492096","0.0802699625492096","1987","1987","1987","0.09934129565954208","0.09934129565954208","0.09934129565954208","2384","2384","2384","0.09068067371845245","0.09068067371845245","0.09068067371845245","2384","2384","2384","0.09456837177276611","0.09456837177276611","0.09456837177276611"
"397","1992","1992","1992","0.08536617457866669","0.08536617457866669","0.08536617457866669","2390","2390","2390","0.07924233376979828","0.07924233376979828","0.07924233376979828","2390","2390","2390","0.09525993466377258","0.09525993466377258","0.09525993466377258","2390","2390","2390","0.08989755064249039","0.08989755064249039","0.08989755064249039","2390","2390","2390","0.09162817150354385","0.09162817150354385","0.09162817150354385","1992","1992","1992","0.08409630507230759","0.08409630507230759","0.08409630507230759","2390","2390","2390","0.08725450932979584","0.08725450932979584","0.08725450932979584","2390","2390","2390","0.09646453708410263","0.09646453708410263","0.09646453708410263"
"398","1997","1997","1997","0.08769673854112625","0.08769673854112625","0.08769673854112625","2396","2396","2396","0.09890466183423996","0.09890466183423996","0.09890466183423996","2396","2396","2396","0.10099441558122635","0.10099441558122635","0.10099441558122635","2396","2396","2396","0.09976768493652344","0.09976768493652344","0.09976768493652344","2396","2396","2396","0.09995266795158386","0.09995266795158386","0.09995266795158386","1997","1997","1997","0.08894724398851395","0.08894724398851395","0.08894724398851395","2396","2396","2396","0.0850907564163208","0.0850907564163208","0.0850907564163208","2396","2396","2396","0.09713589400053024","0.09713589400053024","0.09713589400053024"
"399","2002","2002","2002","0.0921650230884552","0.0921650230884552","0.0921650230884552","2402","2402","2402","0.09435649961233139","0.09435649961233139","0.09435649961233139","2402","2402","2402","0.09112823009490967","0.09112823009490967","0.09112823009490967","2402","2402","2402","0.10610328614711761","0.10610328614711761","0.10610328614711761","2402","2402","2402","0.09727809578180313","0.09727809578180313","0.09727809578180313","2002","2002","2002","0.08921478688716888","0.08921478688716888","0.08921478688716888","2402","2402","2402","0.10479658842086792","0.10479658842086792","0.10479658842086792","2402","2402","2402","0.08756162226200104","0.08756162226200104","0.08756162226200104"
"400","2007","2007","2007","0.09950175881385803","0.09950175881385803","0.09950175881385803","2408","2408","2408","0.11183223128318787","0.11183223128318787","0.11183223128318787","2408","2408","2408","0.07844042032957077","0.07844042032957077","0.07844042032957077","2408","2408","2408","0.08860927075147629","0.08860927075147629","0.08860927075147629","2408","2408","2408","0.08104871213436127","0.08104871213436127","0.08104871213436127","2007","2007","2007","0.07205010950565338","0.07205010950565338","0.07205010950565338","2408","2408","2408","0.08149947226047516","0.08149947226047516","0.08149947226047516","2408","2408","2408","0.08509654551744461","0.08509654551744461","0.08509654551744461"
"401","2012","2012","2012","0.07914095371961594","0.07914095371961594","0.07914095371961594","2414","2414","2414","0.07481053471565247","0.07481053471565247","0.07481053471565247","2414","2414","2414","0.08203116059303284","0.08203116059303284","0.08203116059303284","2414","2414","2414","0.08790376782417297","0.08790376782417297","0.08790376782417297","2414","2414","2414","0.09324566274881363","0.09324566274881363","0.09324566274881363","2012","2012","2012","0.09122151881456375","0.09122151881456375","0.09122151881456375","2414","2414","2414","0.08079870045185089","0.08079870045185089","0.08079870045185089","2414","2414","2414","0.10972337424755096","0.10972337424755096","0.10972337424755096"
"402","2017","2017","2017","0.08007943630218506","0.08007943630218506","0.08007943630218506","2420","2420","2420","0.09470361471176147","0.09470361471176147","0.09470361471176147","2420","2420","2420","0.09801361709833145","0.09801361709833145","0.09801361709833145","2420","2420","2420","0.09191902726888657","0.09191902726888657","0.09191902726888657","2420","2420","2420","0.08310796320438385","0.08310796320438385","0.08310796320438385","2017","2017","2017","0.0987638607621193","0.0987638607621193","0.0987638607621193","2420","2420","2420","0.08868351578712463","0.08868351578712463","0.08868351578712463","2420","2420","2420","0.08364488184452057","0.08364488184452057","0.08364488184452057"
"403","2022","2022","2022","0.08566690236330032","0.08566690236330032","0.08566690236330032","2426","2426","2426","0.07344745844602585","0.07344745844602585","0.07344745844602585","2426","2426","2426","0.11600525677204132","0.11600525677204132","0.11600525677204132","2426","2426","2426","0.08796484768390656","0.08796484768390656","0.08796484768390656","2426","2426","2426","0.0853951945900917","0.0853951945900917","0.0853951945900917","2022","2022","2022","0.08633361011743546","0.08633361011743546","0.08633361011743546","2426","2426","2426","0.09268403798341751","0.09268403798341751","0.09268403798341751","2426","2426","2426","0.09104181826114655","0.09104181826114655","0.09104181826114655"
"404","2027","2027","2027","0.10101570934057236","0.10101570934057236","0.10101570934057236","2432","2432","2432","0.07838596403598785","0.07838596403598785","0.07838596403598785","2432","2432","2432","0.09876709431409836","0.09876709431409836","0.09876709431409836","2432","2432","2432","0.0679609552025795","0.0679609552025795","0.0679609552025795","2432","2432","2432","0.08911384642124176","0.08911384642124176","0.08911384642124176","2027","2027","2027","0.07483935356140137","0.07483935356140137","0.07483935356140137","2432","2432","2432","0.08252605050802231","0.08252605050802231","0.08252605050802231","2432","2432","2432","0.11653567105531693","0.11653567105531693","0.11653567105531693"
"405","2032","2032","2032","0.10387354344129562","0.10387354344129562","0.10387354344129562","2438","2438","2438","0.10596231371164322","0.10596231371164322","0.10596231371164322","2438","2438","2438","0.09391826391220093","0.09391826391220093","0.09391826391220093","2438","2438","2438","0.08464571088552475","0.08464571088552475","0.08464571088552475","2438","2438","2438","0.10326240211725235","0.10326240211725235","0.10326240211725235","2032","2032","2032","0.09051728248596191","0.09051728248596191","0.09051728248596191","2438","2438","2438","0.09961928427219391","0.09961928427219391","0.09961928427219391","2438","2438","2438","0.0914614200592041","0.0914614200592041","0.0914614200592041"
"406","2037","2037","2037","0.1002773568034172","0.1002773568034172","0.1002773568034172","2444","2444","2444","0.0780409500002861","0.0780409500002861","0.0780409500002861","2444","2444","2444","0.08945246785879135","0.08945246785879135","0.08945246785879135","2444","2444","2444","0.10475385189056396","0.10475385189056396","0.10475385189056396","2444","2444","2444","0.09362030029296875","0.09362030029296875","0.09362030029296875","2037","2037","2037","0.09504435211420059","0.09504435211420059","0.09504435211420059","2444","2444","2444","0.08366517722606659","0.08366517722606659","0.08366517722606659","2444","2444","2444","0.1016002744436264","0.1016002744436264","0.1016002744436264"
"407","2042","2042","2042","0.06662379950284958","0.06662379950284958","0.06662379950284958","2450","2450","2450","0.08700353652238846","0.08700353652238846","0.08700353652238846","2450","2450","2450","0.09356380254030228","0.09356380254030228","0.09356380254030228","2450","2450","2450","0.11158307641744614","0.11158307641744614","0.11158307641744614","2450","2450","2450","0.07930219173431396","0.07930219173431396","0.07930219173431396","2042","2042","2042","0.07319449633359909","0.07319449633359909","0.07319449633359909","2450","2450","2450","0.1036517471075058","0.1036517471075058","0.1036517471075058","2450","2450","2450","0.07656233757734299","0.07656233757734299","0.07656233757734299"
"408","2047","2047","2047","0.09382983297109604","0.09382983297109604","0.09382983297109604","2456","2456","2456","0.0963057279586792","0.0963057279586792","0.0963057279586792","2456","2456","2456","0.06654553860425949","0.06654553860425949","0.06654553860425949","2456","2456","2456","0.09256601333618164","0.09256601333618164","0.09256601333618164","2456","2456","2456","0.08761178702116013","0.08761178702116013","0.08761178702116013","2047","2047","2047","0.07833624631166458","0.07833624631166458","0.07833624631166458","2456","2456","2456","0.09576958417892456","0.09576958417892456","0.09576958417892456","2456","2456","2456","0.08657680451869965","0.08657680451869965","0.08657680451869965"
"409","2052","2052","2052","0.09596579521894455","0.09596579521894455","0.09596579521894455","2462","2462","2462","0.08495025336742401","0.08495025336742401","0.08495025336742401","2462","2462","2462","0.09712178260087967","0.09712178260087967","0.09712178260087967","2462","2462","2462","0.0899427980184555","0.0899427980184555","0.0899427980184555","2462","2462","2462","0.0902470201253891","0.0902470201253891","0.0902470201253891","2052","2052","2052","0.08851859718561172","0.08851859718561172","0.08851859718561172","2462","2462","2462","0.08418387919664383","0.08418387919664383","0.08418387919664383","2462","2462","2462","0.0877816379070282","0.0877816379070282","0.0877816379070282"
"410","2057","2057","2057","0.09503354132175446","0.09503354132175446","0.09503354132175446","2468","2468","2468","0.08162445574998856","0.08162445574998856","0.08162445574998856","2468","2468","2468","0.06931925565004349","0.06931925565004349","0.06931925565004349","2468","2468","2468","0.10401639342308044","0.10401639342308044","0.10401639342308044","2468","2468","2468","0.09413602948188782","0.09413602948188782","0.09413602948188782","2057","2057","2057","0.08285041898488998","0.08285041898488998","0.08285041898488998","2468","2468","2468","0.09655006974935532","0.09655006974935532","0.09655006974935532","2468","2468","2468","0.0794282779097557","0.0794282779097557","0.0794282779097557"
"411","2062","2062","2062","0.08265210688114166","0.08265210688114166","0.08265210688114166","2474","2474","2474","0.08224597573280334","0.08224597573280334","0.08224597573280334","2474","2474","2474","0.08215437084436417","0.08215437084436417","0.08215437084436417","2474","2474","2474","0.088451087474823","0.088451087474823","0.088451087474823","2474","2474","2474","0.09761634469032288","0.09761634469032288","0.09761634469032288","2062","2062","2062","0.0744682028889656","0.0744682028889656","0.0744682028889656","2474","2474","2474","0.10371473431587219","0.10371473431587219","0.10371473431587219","2474","2474","2474","0.09793077409267426","0.09793077409267426","0.09793077409267426"
